instant_hour,dteday,season_hour,yr_hour,mnth_hour,hr_hour,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,instant_day,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,season_label,year_label
11011,08/04/2012,Summer,2012,4,22,0,0,0,1,0.5,0.4848,0.36,0.2239,33,85,118,464,Summer,2012,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,,
11012,08/04/2012,Summer,2012,4,23,0,0,0,1,0.5,0.4848,0.39,0.2537,10,41,51,464,Summer,2012,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,,
11013,09/04/2012,Summer,2012,4,0,0,1,1,1,0.48,0.4697,0.39,0.2836,8,29,37,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11014,09/04/2012,Summer,2012,4,1,0,1,1,1,0.46,0.4545,0.41,0.1343,4,12,16,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11015,09/04/2012,Summer,2012,4,2,0,1,1,1,0.46,0.4545,0.31,0.194,2,4,6,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11016,09/04/2012,Summer,2012,4,3,0,1,1,1,0.44,0.4394,0.3,0.1642,0,3,3,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11017,09/04/2012,Summer,2012,4,4,0,1,1,1,0.44,0.4394,0.24,0.194,2,3,5,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11018,09/04/2012,Summer,2012,4,5,0,1,1,1,0.44,0.4394,0.24,0.194,2,30,32,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11019,09/04/2012,Summer,2012,4,6,0,1,1,1,0.42,0.4242,0.26,0.2239,3,108,111,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11020,09/04/2012,Summer,2012,4,7,0,1,1,1,0.42,0.4242,0.28,0.194,11,320,331,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11021,09/04/2012,Summer,2012,4,8,0,1,1,1,0.44,0.4394,0.3,0.194,22,595,617,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11022,09/04/2012,Summer,2012,4,9,0,1,1,1,0.46,0.4545,0.31,0.3582,50,236,286,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11023,09/04/2012,Summer,2012,4,10,0,1,1,1,0.5,0.4848,0.27,0.4925,65,113,178,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11024,09/04/2012,Summer,2012,4,11,0,1,1,1,0.52,0.5,0.27,0.4179,96,127,223,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11025,09/04/2012,Summer,2012,4,12,0,1,1,1,0.54,0.5152,0.28,0.7164,94,186,280,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11026,09/04/2012,Summer,2012,4,13,0,1,1,1,0.54,0.5152,0.28,0.5821,108,173,281,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11027,09/04/2012,Summer,2012,4,14,0,1,1,1,0.56,0.5303,0.28,0.5522,66,152,218,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11028,09/04/2012,Summer,2012,4,15,0,1,1,1,0.58,0.5455,0.28,0.5522,82,173,255,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11029,09/04/2012,Summer,2012,4,16,0,1,1,1,0.56,0.5303,0.3,0.4179,81,310,391,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11030,09/04/2012,Summer,2012,4,17,0,1,1,1,0.54,0.5152,0.32,0.4179,67,565,632,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11031,09/04/2012,Summer,2012,4,18,0,1,1,1,0.54,0.5152,0.34,0.2985,60,586,646,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11032,09/04/2012,Summer,2012,4,19,0,1,1,1,0.52,0.5,0.34,0.3582,35,386,421,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11033,09/04/2012,Summer,2012,4,20,0,1,1,1,0.5,0.4848,0.36,0.4478,21,255,276,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11034,09/04/2012,Summer,2012,4,21,0,1,1,3,0.48,0.4697,0.41,0.4179,14,151,165,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11035,09/04/2012,Summer,2012,4,22,0,1,1,2,0.46,0.4545,0.41,0.4925,6,102,108,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11036,09/04/2012,Summer,2012,4,23,0,1,1,1,0.44,0.4394,0.44,0.2985,6,61,67,465,Summer,2012,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,,
11037,10/04/2012,Summer,2012,4,0,0,2,1,2,0.44,0.4394,0.47,0.2836,3,23,26,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11038,10/04/2012,Summer,2012,4,1,0,2,1,1,0.42,0.4242,0.5,0.2239,0,9,9,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11039,10/04/2012,Summer,2012,4,2,0,2,1,1,0.36,0.3485,0.71,0.1343,0,2,2,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11040,10/04/2012,Summer,2012,4,3,0,2,1,1,0.36,0.3485,0.71,0.1343,0,2,2,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11041,10/04/2012,Summer,2012,4,4,0,2,1,1,0.34,0.3333,0.71,0.1343,0,2,2,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11042,10/04/2012,Summer,2012,4,5,0,2,1,1,0.34,0.3333,0.71,0.1343,0,24,24,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11043,10/04/2012,Summer,2012,4,6,0,2,1,1,0.34,0.3485,0.71,0.1045,3,100,103,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11044,10/04/2012,Summer,2012,4,7,0,2,1,1,0.34,0.3485,0.71,0.1045,16,368,384,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11045,10/04/2012,Summer,2012,4,8,0,2,1,1,0.38,0.3939,0.62,0.1343,22,670,692,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11046,10/04/2012,Summer,2012,4,9,0,2,1,1,0.42,0.4242,0.67,0.194,16,303,319,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11047,10/04/2012,Summer,2012,4,10,0,2,1,1,0.46,0.4545,0.47,0.1642,49,132,181,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11048,10/04/2012,Summer,2012,4,11,0,2,1,1,0.5,0.4848,0.36,0,78,161,239,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11049,10/04/2012,Summer,2012,4,12,0,2,1,1,0.54,0.5152,0.22,0.2836,75,184,259,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11050,10/04/2012,Summer,2012,4,13,0,2,1,1,0.52,0.5,0.23,0.1642,81,202,283,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11051,10/04/2012,Summer,2012,4,14,0,2,1,1,0.54,0.5152,0.24,0.194,75,149,224,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11052,10/04/2012,Summer,2012,4,15,0,2,1,1,0.56,0.5303,0.21,0.2985,46,157,203,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11053,10/04/2012,Summer,2012,4,16,0,2,1,1,0.58,0.5455,0.21,0.2537,66,296,362,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11054,10/04/2012,Summer,2012,4,17,0,2,1,1,0.56,0.5303,0.21,0.5224,88,656,744,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11055,10/04/2012,Summer,2012,4,18,0,2,1,1,0.54,0.5152,0.22,0.4179,78,626,704,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11056,10/04/2012,Summer,2012,4,19,0,2,1,1,0.52,0.5,0.2,0.3582,51,428,479,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11057,10/04/2012,Summer,2012,4,20,0,2,1,1,0.46,0.4545,0.28,0.3881,34,248,282,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11058,10/04/2012,Summer,2012,4,21,0,2,1,1,0.44,0.4394,0.3,0.4478,15,191,206,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11059,10/04/2012,Summer,2012,4,22,0,2,1,1,0.4,0.4091,0.37,0.4925,9,118,127,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11060,10/04/2012,Summer,2012,4,23,0,2,1,1,0.36,0.3333,0.4,0.4179,14,48,62,466,Summer,2012,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,,
11061,11/04/2012,Summer,2012,4,0,0,3,1,1,0.34,0.303,0.36,0.4179,8,22,30,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11062,11/04/2012,Summer,2012,4,1,0,3,1,1,0.34,0.3182,0.39,0.2836,3,9,12,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11063,11/04/2012,Summer,2012,4,2,0,3,1,1,0.32,0.303,0.45,0.2836,0,2,2,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11064,11/04/2012,Summer,2012,4,3,0,3,1,1,0.3,0.2879,0.49,0.2239,0,2,2,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11065,11/04/2012,Summer,2012,4,5,0,3,1,1,0.28,0.2727,0.56,0.194,1,26,27,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11066,11/04/2012,Summer,2012,4,6,0,3,1,1,0.28,0.2879,0.56,0.1045,3,103,106,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11067,11/04/2012,Summer,2012,4,7,0,3,1,1,0.28,0.2879,0.52,0.1343,18,303,321,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11068,11/04/2012,Summer,2012,4,8,0,3,1,1,0.3,0.2879,0.49,0.2239,14,581,595,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11069,11/04/2012,Summer,2012,4,9,0,3,1,2,0.32,0.303,0.49,0.2985,20,282,302,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11070,11/04/2012,Summer,2012,4,10,0,3,1,2,0.34,0.303,0.49,0.3284,26,127,153,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11071,11/04/2012,Summer,2012,4,11,0,3,1,2,0.38,0.3939,0.43,0.3284,38,142,180,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11072,11/04/2012,Summer,2012,4,12,0,3,1,2,0.36,0.3333,0.46,0.3881,35,147,182,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11073,11/04/2012,Summer,2012,4,13,0,3,1,2,0.4,0.4091,0.4,0.3582,16,147,163,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11074,11/04/2012,Summer,2012,4,14,0,3,1,1,0.36,0.3485,0.57,0.194,34,101,135,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11075,11/04/2012,Summer,2012,4,15,0,3,1,3,0.38,0.3939,0.46,0.2239,50,152,202,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11076,11/04/2012,Summer,2012,4,16,0,3,1,1,0.44,0.4394,0.33,0.2985,51,256,307,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11077,11/04/2012,Summer,2012,4,17,0,3,1,1,0.42,0.4242,0.35,0.3881,52,527,579,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11078,11/04/2012,Summer,2012,4,18,0,3,1,3,0.4,0.4091,0.43,0.4179,39,546,585,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11079,11/04/2012,Summer,2012,4,19,0,3,1,1,0.4,0.4091,0.4,0.3582,28,356,384,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11080,11/04/2012,Summer,2012,4,20,0,3,1,1,0.36,0.3333,0.46,0.3284,22,213,235,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11081,11/04/2012,Summer,2012,4,21,0,3,1,1,0.34,0.303,0.57,0.3881,11,154,165,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11082,11/04/2012,Summer,2012,4,22,0,3,1,1,0.34,0.303,0.57,0.3284,4,130,134,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11083,11/04/2012,Summer,2012,4,23,0,3,1,1,0.34,0.303,0.57,0.2985,9,52,61,467,Summer,2012,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,,
11084,12/04/2012,Summer,2012,4,0,0,4,1,1,0.32,0.303,0.66,0.2836,1,22,23,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11085,12/04/2012,Summer,2012,4,1,0,4,1,1,0.32,0.303,0.66,0.2239,2,7,9,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11086,12/04/2012,Summer,2012,4,2,0,4,1,1,0.32,0.303,0.61,0.2836,0,4,4,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11087,12/04/2012,Summer,2012,4,3,0,4,1,1,0.32,0.303,0.61,0.2537,2,3,5,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11088,12/04/2012,Summer,2012,4,4,0,4,1,1,0.3,0.2879,0.61,0.2239,0,1,1,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11089,12/04/2012,Summer,2012,4,5,0,4,1,1,0.3,0.2879,0.61,0.2239,0,21,21,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11090,12/04/2012,Summer,2012,4,6,0,4,1,1,0.3,0.2879,0.65,0.2537,2,94,96,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11091,12/04/2012,Summer,2012,4,7,0,4,1,1,0.3,0.2727,0.65,0.3284,12,294,306,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11092,12/04/2012,Summer,2012,4,8,0,4,1,1,0.32,0.303,0.66,0.3284,20,604,624,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11093,12/04/2012,Summer,2012,4,9,0,4,1,1,0.36,0.3333,0.57,0.3582,16,271,287,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11094,12/04/2012,Summer,2012,4,10,0,4,1,1,0.4,0.4091,0.5,0.2985,38,103,141,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11095,12/04/2012,Summer,2012,4,11,0,4,1,1,0.42,0.4242,0.47,0.2985,50,174,224,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11096,12/04/2012,Summer,2012,4,12,0,4,1,1,0.46,0.4545,0.41,0.4478,60,199,259,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11097,12/04/2012,Summer,2012,4,13,0,4,1,1,0.48,0.4697,0.36,0.4478,55,148,203,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11098,12/04/2012,Summer,2012,4,14,0,4,1,1,0.5,0.4848,0.31,0.3284,74,150,224,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11099,12/04/2012,Summer,2012,4,15,0,4,1,1,0.48,0.4697,0.31,0.2537,42,169,211,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11100,12/04/2012,Summer,2012,4,16,0,4,1,1,0.48,0.4697,0.31,0.2836,54,299,353,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11101,12/04/2012,Summer,2012,4,17,0,4,1,1,0.5,0.4848,0.27,0.3881,60,596,656,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11102,12/04/2012,Summer,2012,4,18,0,4,1,1,0.5,0.4848,0.27,0.3881,63,547,610,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11103,12/04/2012,Summer,2012,4,19,0,4,1,1,0.46,0.4545,0.31,0.2985,50,383,433,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11104,12/04/2012,Summer,2012,4,20,0,4,1,1,0.44,0.4394,0.33,0.2537,26,254,280,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11105,12/04/2012,Summer,2012,4,21,0,4,1,1,0.42,0.4242,0.35,0.1343,13,174,187,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11106,12/04/2012,Summer,2012,4,22,0,4,1,1,0.42,0.4242,0.35,0.194,15,143,158,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11107,12/04/2012,Summer,2012,4,23,0,4,1,1,0.42,0.4242,0.35,0.194,8,86,94,468,Summer,2012,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,,
11108,13/04/2012,Summer,2012,4,0,0,5,1,1,0.4,0.4091,0.37,0.2537,14,41,55,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11109,13/04/2012,Summer,2012,4,1,0,5,1,1,0.36,0.3485,0.46,0.194,2,28,30,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11110,13/04/2012,Summer,2012,4,2,0,5,1,1,0.34,0.3333,0.49,0.194,6,5,11,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11111,13/04/2012,Summer,2012,4,3,0,5,1,1,0.34,0.3333,0.61,0.1642,3,8,11,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11112,13/04/2012,Summer,2012,4,4,0,5,1,2,0.34,0.3333,0.53,0.1343,1,4,5,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11113,13/04/2012,Summer,2012,4,5,0,5,1,2,0.34,0.3333,0.53,0.1642,2,19,21,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11114,13/04/2012,Summer,2012,4,6,0,5,1,1,0.32,0.3182,0.57,0.1642,0,84,84,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11115,13/04/2012,Summer,2012,4,7,0,5,1,1,0.34,0.3182,0.61,0.2239,13,283,296,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11116,13/04/2012,Summer,2012,4,8,0,5,1,1,0.38,0.3939,0.46,0.1642,24,539,563,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11117,13/04/2012,Summer,2012,4,9,0,5,1,1,0.42,0.4242,0.41,0.1642,36,294,330,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11118,13/04/2012,Summer,2012,4,10,0,5,1,1,0.44,0.4394,0.38,0.194,59,133,192,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11119,13/04/2012,Summer,2012,4,11,0,5,1,1,0.46,0.4545,0.36,0.1343,75,158,233,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11120,13/04/2012,Summer,2012,4,12,0,5,1,1,0.5,0.4848,0.31,0,104,218,322,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11121,13/04/2012,Summer,2012,4,13,0,5,1,1,0.52,0.5,0.27,0.2836,112,246,358,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11122,13/04/2012,Summer,2012,4,14,0,5,1,1,0.52,0.5,0.27,0,125,223,348,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11123,13/04/2012,Summer,2012,4,15,0,5,1,1,0.54,0.5152,0.28,0.2537,115,237,352,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11124,13/04/2012,Summer,2012,4,16,0,5,1,1,0.56,0.5303,0.26,0.2537,113,350,463,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11125,13/04/2012,Summer,2012,4,17,0,5,1,1,0.56,0.5303,0.24,0.1642,117,621,738,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11126,13/04/2012,Summer,2012,4,18,0,5,1,1,0.54,0.5152,0.26,0.1343,107,564,671,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11127,13/04/2012,Summer,2012,4,19,0,5,1,1,0.54,0.5152,0.24,0.1642,75,352,427,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11128,13/04/2012,Summer,2012,4,20,0,5,1,1,0.5,0.4848,0.29,0.1343,44,242,286,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11129,13/04/2012,Summer,2012,4,21,0,5,1,1,0.5,0.4848,0.36,0,36,153,189,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11130,13/04/2012,Summer,2012,4,22,0,5,1,1,0.44,0.4394,0.62,0.1045,34,181,215,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11131,13/04/2012,Summer,2012,4,23,0,5,1,1,0.42,0.4242,0.62,0.0896,35,163,198,469,Summer,2012,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,,
11132,14/04/2012,Summer,2012,4,0,0,6,0,1,0.4,0.4091,0.58,0.1343,11,85,96,470,Summer,2012,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,,
11133,14/04/2012,Summer,2012,4,1,0,6,0,1,0.4,0.4091,0.58,0.1343,10,60,70,470,Summer,2012,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,,
11134,14/04/2012,Summer,2012,4,2,0,6,0,1,0.38,0.3939,0.66,0.1343,3,53,56,470,Summer,2012,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,,
11135,14/04/2012,Summer,2012,4,3,0,6,0,1,0.36,0.3636,0.66,0.0896,6,26,32,470,Summer,2012,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,,
11136,14/04/2012,Summer,2012,4,4,0,6,0,1,0.36,0.3636,0.71,0.1045,5,9,14,470,Summer,2012,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,,
11137,14/04/2012,Summer,2012,4,5,0,6,0,1,0.36,0.3636,0.66,0.1045,2,5,7,470,Summer,2012,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,,
11138,14/04/2012,Summer,2012,4,6,0,6,0,1,0.34,0.3333,0.76,0.1642,2,19,21,470,Summer,2012,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,,
11139,14/04/2012,Summer,2012,4,7,0,6,0,1,0.36,0.3636,0.71,0.1045,8,56,64,470,Summer,2012,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,,
11140,14/04/2012,Summer,2012,4,8,0,6,0,1,0.36,0.3485,0.71,0.1343,24,136,160,470,Summer,2012,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,,
11141,14/04/2012,Summer,2012,4,9,0,6,0,1,0.42,0.4242,0.54,0.1343,59,206,265,470,Summer,2012,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,,
11142,14/04/2012,Summer,2012,4,10,0,6,0,1,0.46,0.4545,0.51,0.1642,139,267,406,470,Summer,2012,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,,
11143,14/04/2012,Summer,2012,4,11,0,6,0,1,0.52,0.5,0.45,0.194,207,357,564,470,Summer,2012,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,,
11144,14/04/2012,Summer,2012,4,12,0,6,0,1,0.58,0.5455,0.35,0.2537,274,404,678,470,Summer,2012,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,,
11145,14/04/2012,Summer,2012,4,13,0,6,0,1,0.62,0.6212,0.33,0.2985,308,370,678,470,Summer,2012,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,,
